Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CareerAtCompany_ratio,RoleStability_ratio,ManagerStability_ratio,CareerStart_Age,IncomePerExperience,BurnoutRisk,Satisfaction_Composite,Stability_Score,Stress_Amplifier
36,1,922,1,3,2,1,1,0,39,3,1,2,4,0,2835,2561,5,0,22,1,1,7,2,3,1,0,0,0,0.14285714285714285,0.0,0.0,29,405.0,1,2.0,0.047619047619047616,0
51,1,1178,2,14,2,1,3,0,87,3,2,7,4,1,4936,14862,4,0,11,3,1,18,2,2,7,7,0,7,0.3888888888888889,1.0,1.0,33,274.22222222222223,0,3.3333333333333335,0.7962962962962963,2
33,2,827,1,29,4,3,1,0,54,2,2,6,3,2,4508,3129,1,0,22,2,0,14,4,3,13,7,3,8,0.9285714285714286,0.5384615384615384,0.6153846153846154,19,322.0,1,2.0,0.6941391941391942,0
53,1,970,1,7,3,1,3,1,59,4,4,5,3,1,14814,13514,3,0,19,3,0,32,3,3,5,1,1,3,0.15625,0.2,0.6,21,462.9375,1,3.0,0.31875000000000003,0
40,1,1322,1,2,4,1,3,1,52,2,1,6,3,2,2809,2725,2,0,14,4,0,8,2,3,2,2,2,2,0.25,1.0,1.0,32,351.125,1,3.3333333333333335,0.75,0
47,1,465,1,1,3,5,1,1,74,3,1,6,4,1,3420,10205,7,0,12,3,1,17,2,2,6,5,1,2,0.35294117647058826,0.8333333333333334,0.3333333333333333,30,201.1764705882353,0,2.6666666666666665,0.5065359477124183,2
37,1,558,2,2,3,2,4,1,75,3,2,7,3,1,9602,3010,4,1,11,3,1,17,3,2,3,0,1,0,0.17647058823529413,0.0,0.0,20,564.8235294117648,2,3.3333333333333335,0.05882352941176471,4
29,1,1396,2,10,3,1,3,1,99,3,1,8,3,2,2642,2755,1,0,11,3,0,1,6,3,1,0,0,0,1.0,0.0,0.0,28,2642.0,1,3.0,0.3333333333333333,0
46,1,563,2,1,4,1,4,1,56,4,4,3,1,2,17567,3156,1,0,15,2,0,27,5,1,26,0,0,12,0.9629629629629629,0.0,0.46153846153846156,19,650.6296296296297,0,2.3333333333333335,0.4748338081671415,3
50,1,1126,1,1,2,3,4,1,66,3,4,5,4,0,17399,6615,9,0,22,3,1,32,1,2,5,4,1,3,0.15625,0.8,0.6,18,543.71875,0,3.6666666666666665,0.5187499999999999,2
42,1,1210,1,2,3,3,3,1,68,2,1,2,2,1,4841,24052,4,0,14,2,1,4,3,3,1,0,0,0,0.25,0.0,0.0,38,1210.25,1,2.3333333333333335,0.08333333333333333,1
45,1,176,0,4,3,1,3,0,56,1,3,1,3,1,9756,6595,4,0,21,3,2,9,2,4,5,0,0,3,0.5555555555555556,0.0,0.6,36,1084.0,1,3.0,0.38518518518518513,0
38,2,240,1,2,4,1,1,0,75,4,2,4,1,2,5980,26085,6,1,12,4,0,17,2,3,15,7,4,12,0.8823529411764706,0.4666666666666667,0.8,21,351.7647058823529,0,2.0,0.7163398692810459,3
29,1,806,1,7,3,5,2,0,39,3,1,2,3,0,3339,17285,3,1,13,1,2,10,2,3,7,7,7,7,0.7,1.0,1.0,19,333.9,0,2.0,0.9,2
24,1,581,1,9,3,3,3,1,62,4,1,6,3,1,4401,17616,1,0,16,4,1,5,1,3,5,3,0,4,1.0,0.6,0.8,19,880.2,1,3.3333333333333335,0.8000000000000002,0
29,2,442,2,2,2,1,2,1,44,3,2,7,4,2,4554,20260,1,0,18,1,0,10,3,2,10,7,0,9,1.0,0.7,0.9,19,455.4,0,2.3333333333333335,0.8666666666666667,2
33,1,931,1,14,3,3,4,0,72,3,1,6,2,1,2756,4673,1,0,13,4,1,8,5,3,8,7,1,6,1.0,0.875,0.75,25,344.5,1,3.3333333333333335,0.875,1
44,1,477,1,7,4,3,1,0,42,2,3,0,4,1,10248,2094,3,0,14,4,1,24,4,3,22,6,5,17,0.9166666666666666,0.2727272727272727,0.7727272727272727,20,427.0,1,3.0,0.6540404040404041,0
43,2,1422,2,2,4,1,1,1,92,3,2,7,4,1,5675,19246,1,0,20,3,1,7,5,3,7,7,7,7,1.0,1.0,1.0,36,810.7142857142857,1,2.6666666666666665,1.0,0
33,1,1242,2,8,4,1,1,1,46,3,2,7,1,1,6392,10589,2,0,13,4,1,8,6,1,2,2,2,2,0.25,1.0,1.0,25,799.0,0,2.0,0.75,3
47,1,207,1,9,4,1,2,0,64,3,1,2,3,2,2105,5411,4,0,12,3,0,7,2,3,2,2,2,0,0.2857142857142857,1.0,0.0,40,300.7142857142857,1,2.6666666666666665,0.42857142857142855,0
34,2,878,1,10,4,3,4,1,43,3,1,6,3,0,3815,5972,1,1,17,4,1,5,4,4,5,3,2,0,1.0,0.6,0.0,29,763.0,0,3.6666666666666665,0.5333333333333333,2
37,1,783,1,7,4,3,4,1,78,3,2,6,1,1,4284,13588,5,1,22,3,1,16,2,3,5,3,0,4,0.3125,0.6,0.8,21,267.75,0,2.6666666666666665,0.5708333333333333,3
28,0,1476,1,1,3,1,3,0,55,1,2,2,4,1,6674,16392,0,0,11,1,3,10,6,3,9,8,7,5,0.9,0.8888888888888888,0.5555555555555556,18,667.4,1,2.6666666666666665,0.7814814814814813,0
38,1,130,2,2,2,2,4,1,32,3,3,7,2,2,7351,20619,7,0,16,3,0,10,2,3,1,0,0,0,0.1,0.0,0.0,28,735.1,1,3.0,0.03333333333333333,1
45,1,1385,1,20,2,3,3,1,79,3,4,0,4,1,13496,7501,0,1,14,2,0,21,2,3,20,7,4,10,0.9523809523809523,0.35,0.5,24,642.6666666666666,0,3.0,0.6007936507936508,2
23,1,427,2,7,3,1,3,1,99,3,1,8,4,0,2275,25103,1,1,21,2,1,3,2,3,3,2,0,2,1.0,0.6666666666666666,0.6666666666666666,20,758.3333333333334,0,3.0,0.7777777777777777,2
21,0,895,2,9,2,3,1,1,39,3,1,8,4,2,2610,2851,1,0,24,3,0,3,3,2,3,2,2,2,1.0,0.6666666666666666,0.6666666666666666,18,870.0,0,2.6666666666666665,0.7777777777777777,2
42,2,1271,1,2,1,3,2,1,35,3,1,6,4,2,2515,9068,5,1,14,4,0,8,2,3,2,1,2,2,0.25,0.5,1.0,34,314.375,0,3.3333333333333335,0.5833333333333334,2
42,1,1265,1,3,3,1,3,0,95,4,2,2,4,1,5231,23726,2,1,13,2,1,17,1,2,5,3,1,3,0.29411764705882354,0.6,0.6,25,307.70588235294116,2,3.0,0.4980392156862745,4
28,1,950,1,3,3,3,4,0,93,3,3,4,2,0,7655,8039,0,0,17,2,3,10,3,2,9,7,1,7,0.9,0.7777777777777778,0.7777777777777778,18,765.5,0,2.6666666666666665,0.8185185185185185,3
28,1,1172,2,3,3,3,2,0,78,3,1,8,2,1,2856,3692,1,0,19,4,1,1,3,3,1,0,0,0,1.0,0.0,0.0,27,2856.0,1,2.6666666666666665,0.3333333333333333,1
54,2,1050,1,11,4,3,2,0,87,3,4,3,4,0,16032,24456,3,0,20,1,1,26,2,3,14,9,1,12,0.5384615384615384,0.6428571428571429,0.8571428571428571,28,616.6153846153846,1,2.3333333333333335,0.6794871794871794,0
42,2,458,1,26,5,3,1,0,60,3,3,5,1,1,13191,23281,3,1,17,3,0,20,6,3,1,0,0,0,0.05,0.0,0.0,22,659.55,0,1.6666666666666667,0.016666666666666666,3
45,1,549,1,8,4,4,4,1,75,3,2,6,4,1,3697,9278,9,0,14,1,2,12,3,3,10,9,9,8,0.8333333333333334,0.9,0.8,33,308.0833333333333,1,3.0,0.8444444444444444,0
36,1,660,1,15,3,4,1,1,81,3,2,2,3,0,4834,7858,7,0,14,2,1,9,3,2,1,0,0,0,0.1111111111111111,0.0,0.0,27,537.1111111111111,0,2.0,0.037037037037037035,2
35,1,776,2,1,4,2,3,1,32,2,2,7,1,2,4312,23016,0,0,14,2,0,16,2,3,15,13,2,8,0.9375,0.8666666666666667,0.5333333333333333,19,269.5,1,2.0,0.7791666666666667,1
52,1,956,1,6,2,5,4,1,78,3,2,6,1,0,5577,22087,3,1,12,2,2,18,3,3,10,9,6,9,0.5555555555555556,0.9,0.9,34,309.8333333333333,0,2.3333333333333335,0.7851851851851852,3
22,1,581,1,1,2,1,4,1,63,3,1,6,3,2,3375,17624,0,0,12,4,0,4,2,4,3,2,1,2,0.75,0.6666666666666666,0.6666666666666666,18,843.75,1,3.6666666666666665,0.6944444444444443,0
40,1,611,2,7,4,3,2,1,88,3,5,3,2,2,19833,4349,1,0,14,2,0,21,3,2,21,8,12,8,1.0,0.38095238095238093,0.38095238095238093,19,944.4285714285714,0,2.0,0.5873015873015873,3
44,1,528,0,1,3,1,3,0,44,3,1,1,4,0,3195,4167,4,1,18,1,3,8,2,3,2,2,2,2,0.25,1.0,1.0,36,399.375,0,2.6666666666666665,0.75,2
35,1,750,1,28,3,1,2,1,46,4,2,2,3,1,3407,25348,1,0,17,4,2,10,3,2,10,9,6,8,1.0,0.9,0.8,25,340.7,0,3.0,0.9,2
28,1,1179,1,19,4,3,4,1,78,2,1,2,1,1,3196,12449,1,0,12,3,3,6,2,3,6,5,3,3,1.0,0.8333333333333334,0.5,22,532.6666666666666,1,2.6666666666666665,0.7777777777777778,1
41,1,1206,2,23,2,1,4,1,80,3,3,7,3,2,7082,11591,3,1,16,4,0,21,2,3,2,0,0,2,0.09523809523809523,0.0,1.0,20,337.23809523809524,0,3.6666666666666665,0.3650793650793651,2
31,1,329,1,1,2,1,4,1,98,2,1,2,1,1,2218,16193,1,0,12,3,1,4,3,3,4,2,3,2,1.0,0.5,0.5,27,554.5,1,2.6666666666666665,0.6666666666666666,1
33,1,1017,1,25,3,3,1,1,55,2,1,6,2,2,2313,2993,4,1,20,2,0,5,0,3,2,2,2,2,0.4,1.0,1.0,28,462.6,0,1.6666666666666667,0.7999999999999999,3
36,1,132,1,6,3,1,2,0,55,4,1,2,4,1,3038,22002,3,0,12,2,0,5,3,3,1,0,0,0,0.2,0.0,0.0,31,607.6,1,2.6666666666666665,0.06666666666666667,0
28,1,1476,1,16,2,3,2,1,68,4,2,0,1,2,5661,4824,0,0,19,3,0,9,2,3,8,3,0,7,0.8888888888888888,0.375,0.875,19,629.0,1,2.0,0.7129629629629629,1
49,0,1002,1,18,4,1,4,1,92,3,2,4,4,0,6804,23793,1,1,15,1,2,7,0,3,7,7,1,7,1.0,1.0,1.0,42,972.0,0,3.0,1.0,2
47,1,983,1,2,2,3,1,0,65,3,2,4,4,0,5070,7389,5,0,13,3,3,20,2,3,5,0,0,4,0.25,0.0,0.8,27,253.5,1,2.6666666666666665,0.35000000000000003,0
30,1,138,1,22,3,1,1,0,48,3,1,6,3,1,2132,11539,4,1,11,2,0,7,2,3,5,2,0,1,0.7142857142857143,0.4,0.2,23,304.57142857142856,0,2.0,0.4380952380952381,2
38,2,594,1,2,2,3,3,0,75,2,1,2,2,1,2468,15963,4,0,14,2,1,9,4,2,6,1,0,5,0.6666666666666666,0.16666666666666666,0.8333333333333334,29,274.22222222222223,0,2.3333333333333335,0.5555555555555555,3
36,2,1480,1,3,2,3,4,1,30,3,1,2,2,2,2088,15062,4,0,12,3,0,13,3,2,8,7,7,2,0.6153846153846154,0.875,0.25,23,160.6153846153846,0,3.0,0.5801282051282052,3
60,1,1179,2,16,4,2,1,1,84,3,2,7,1,2,5405,11924,8,0,14,4,0,10,1,3,2,2,2,2,0.2,1.0,1.0,50,540.5,1,2.0,0.7333333333333334,1
47,1,1176,0,26,4,1,4,0,98,3,5,3,3,1,19658,5220,3,0,11,3,1,27,2,3,5,2,1,0,0.18518518518518517,0.4,0.0,20,728.074074074074,1,3.3333333333333335,0.19506172839506175,0
36,1,1174,2,3,4,2,1,0,99,3,2,7,2,2,9278,20763,3,1,16,4,0,15,3,3,5,4,0,1,0.3333333333333333,0.8,0.2,21,618.5333333333333,0,2.3333333333333335,0.4444444444444444,3
43,0,1344,1,7,3,3,4,1,37,4,1,6,4,0,2089,5228,4,0,14,4,3,7,3,4,5,4,2,2,0.7142857142857143,0.8,0.4,36,298.42857142857144,1,4.0,0.638095238095238,0
29,1,942,1,15,1,1,2,0,69,1,1,6,4,1,2168,26933,0,1,18,1,1,6,2,2,5,4,1,3,0.8333333333333334,0.8,0.6,23,361.3333333333333,2,2.3333333333333335,0.7444444444444445,4
40,1,1492,1,20,4,5,1,1,61,3,3,0,4,1,10322,26542,4,0,20,4,1,14,6,3,11,10,11,1,0.7857142857142857,0.9090909090909091,0.09090909090909091,26,737.2857142857143,1,3.0,0.5952380952380952,0
32,1,638,1,8,2,3,3,0,91,4,2,6,3,1,5175,22162,5,0,12,3,1,9,3,2,5,3,1,3,0.5555555555555556,0.6,0.6,23,575.0,0,3.0,0.5851851851851851,2
36,0,1105,1,24,4,1,2,0,47,3,2,2,2,1,5674,6927,7,0,15,3,1,11,3,3,9,8,0,8,0.8181818181818182,0.8888888888888888,0.8888888888888888,25,515.8181818181819,1,2.3333333333333335,0.8653198653198654,1
27,2,591,1,2,3,3,4,1,87,3,1,6,4,2,2580,6297,2,0,13,3,0,6,0,2,4,2,1,2,0.6666666666666666,0.5,0.5,21,430.0,0,3.6666666666666665,0.5555555555555555,2
31,1,1463,1,23,3,3,2,1,64,2,2,0,4,1,5582,14408,0,0,21,2,1,10,2,3,9,0,7,8,0.9,0.0,0.8888888888888888,21,558.2,1,2.6666666666666665,0.5962962962962962,0
30,1,740,2,1,3,1,2,1,64,2,2,7,1,1,9714,5323,1,0,11,4,1,10,4,3,10,8,6,7,1.0,0.8,0.7,20,971.4,1,2.3333333333333335,0.8333333333333334,1
37,1,625,2,1,4,1,1,1,46,2,3,7,3,1,10609,14922,5,0,11,3,0,17,2,1,14,1,11,7,0.8235294117647058,0.07142857142857142,0.5,20,624.0588235294117,0,2.3333333333333335,0.46498599439775906,2
50,1,1207,1,28,1,3,4,1,74,4,1,2,3,1,3221,3297,1,1,11,3,3,20,3,3,20,8,3,8,1.0,0.4,0.4,30,161.05,0,3.3333333333333335,0.6,2
19,1,265,1,25,3,1,2,0,57,4,1,6,4,2,2994,21221,1,1,12,4,0,1,2,3,1,0,0,1,1.0,0.0,1.0,18,2994.0,0,3.3333333333333335,0.6666666666666666,2
38,2,1391,1,10,1,3,3,1,66,3,1,6,3,1,2684,12127,0,0,17,2,1,3,0,2,2,1,0,2,0.6666666666666666,0.5,1.0,35,894.6666666666666,0,2.6666666666666665,0.7222222222222222,2
28,1,640,1,1,3,5,4,1,84,3,1,6,1,2,2080,4732,2,0,11,2,0,5,2,2,3,2,1,2,0.6,0.6666666666666666,0.6666666666666666,23,416.0,0,2.3333333333333335,0.6444444444444444,3
29,1,598,1,9,3,1,3,1,91,4,1,6,3,1,2451,22376,6,0,18,1,2,5,2,2,1,0,0,0,0.2,0.0,0.0,24,490.2,0,2.3333333333333335,0.06666666666666667,2
27,0,1450,1,3,3,3,3,1,79,2,1,6,3,0,2566,25326,1,1,15,4,1,1,2,2,1,1,0,1,1.0,1.0,1.0,26,2566.0,2,3.3333333333333335,1.0,4
32,1,1018,1,2,4,3,1,0,74,4,2,6,4,2,5055,10557,7,0,16,3,0,10,0,2,7,7,0,7,0.7,1.0,1.0,22,505.5,0,2.6666666666666665,0.9,2
30,1,288,1,2,3,1,3,1,99,2,2,0,4,1,4152,15830,1,0,19,1,3,11,3,3,11,10,10,8,1.0,0.9090909090909091,0.7272727272727273,19,377.45454545454544,1,2.6666666666666665,0.8787878787878789,0
35,1,144,1,22,3,1,4,1,46,1,1,2,3,2,4230,19225,0,0,15,3,0,6,2,3,5,4,4,3,0.8333333333333334,0.8,0.6,29,705.0,1,3.3333333333333335,0.7444444444444445,0
26,2,887,1,5,2,3,3,0,88,2,1,6,3,1,2366,20898,1,1,14,1,1,8,2,3,8,7,1,7,1.0,0.875,0.875,18,295.75,0,2.3333333333333335,0.9166666666666666,2
48,2,117,1,22,3,3,4,0,58,3,4,3,4,0,17174,2437,3,0,11,2,1,24,3,3,22,17,4,7,0.9166666666666666,0.7727272727272727,0.3181818181818182,24,715.5833333333334,1,3.3333333333333335,0.6691919191919192,0
43,2,394,2,26,2,1,3,1,92,3,4,3,4,1,16959,19494,1,1,12,4,2,25,3,4,25,12,4,12,1.0,0.48,0.48,18,678.36,0,3.6666666666666665,0.6533333333333333,2
44,1,1099,2,5,3,2,2,1,88,3,5,3,2,1,18213,8751,7,0,11,3,1,26,5,3,22,9,3,10,0.8461538461538461,0.4090909090909091,0.45454545454545453,18,700.5,1,2.3333333333333335,0.5699300699300699,1
39,0,592,1,2,3,1,1,0,54,2,1,2,1,2,3646,17181,2,1,23,2,0,11,2,4,1,0,0,0,0.09090909090909091,0.0,0.0,28,331.45454545454544,0,1.3333333333333333,0.030303030303030304,3
32,1,427,1,1,3,3,1,1,33,3,2,4,4,1,6162,10877,1,1,22,2,1,9,3,3,9,8,7,8,1.0,0.8888888888888888,0.8888888888888888,23,684.6666666666666,0,2.3333333333333335,0.9259259259259259,2
47,2,719,2,27,2,1,2,0,77,4,2,7,3,2,6397,10339,4,1,12,4,0,8,2,3,5,4,1,3,0.625,0.8,0.6,39,799.625,0,3.0,0.6749999999999999,2
39,1,613,1,6,1,3,4,1,42,2,3,0,1,1,9991,21457,4,0,15,1,1,9,5,3,7,7,1,7,0.7777777777777778,1.0,1.0,30,1110.111111111111,1,2.0,0.9259259259259259,1
41,0,256,2,10,2,3,3,1,40,1,2,7,2,2,6151,22074,1,0,13,1,0,19,4,3,19,2,11,9,1.0,0.10526315789473684,0.47368421052631576,22,323.7368421052632,1,2.0,0.5263157894736842,1
41,1,796,2,4,1,2,3,0,81,3,3,7,3,0,10447,26458,0,1,13,4,1,23,3,4,22,14,13,5,0.9565217391304348,0.6363636363636364,0.22727272727272727,18,454.2173913043478,0,3.3333333333333335,0.6067193675889329,2
37,0,1063,1,25,5,3,2,0,72,3,2,6,3,1,4449,23866,3,1,15,1,2,15,2,3,13,11,10,7,0.8666666666666667,0.8461538461538461,0.5384615384615384,22,296.6,0,2.0,0.7504273504273504,2
38,1,395,2,9,3,2,2,1,98,2,1,8,2,1,2899,12102,0,0,19,4,1,3,3,3,2,2,1,2,0.6666666666666666,1.0,1.0,35,966.3333333333334,1,2.6666666666666665,0.8888888888888888,1
30,1,1465,1,1,3,3,4,1,63,3,1,6,2,1,3579,9369,0,1,21,1,1,12,2,3,11,9,5,7,0.9166666666666666,0.8181818181818182,0.6363636363636364,18,298.25,0,2.3333333333333335,0.7904040404040403,3
44,1,1459,1,10,4,4,4,1,41,3,2,0,4,1,6465,19121,2,1,13,4,0,9,5,4,4,2,1,3,0.4444444444444444,0.5,0.75,35,718.3333333333334,0,4.0,0.5648148148148148,2
25,2,772,1,2,1,1,4,1,77,4,2,4,3,0,5206,4973,1,0,17,3,2,7,6,3,7,7,0,7,1.0,1.0,1.0,18,743.7142857142857,1,3.3333333333333335,1.0,0
30,1,1358,1,24,1,1,4,1,67,3,1,2,3,0,2693,13335,1,0,22,2,1,1,2,3,1,0,0,0,1.0,0.0,0.0,29,2693.0,1,3.0,0.3333333333333333,0
21,1,546,1,5,1,3,3,1,97,3,1,6,4,2,3117,26009,1,0,18,3,0,3,2,3,2,2,2,2,0.6666666666666666,1.0,1.0,18,1039.0,1,3.3333333333333335,0.8888888888888888,0
21,1,984,1,1,1,5,4,0,70,2,1,6,2,2,2070,25326,1,1,11,3,0,2,6,4,2,2,2,2,1.0,1.0,1.0,19,1035.0,0,3.0,1.0,3
26,1,1443,2,23,3,2,3,0,47,2,2,7,4,1,4157,21436,7,1,19,3,1,5,2,2,2,2,0,0,0.4,1.0,0.0,21,831.4,2,3.3333333333333335,0.4666666666666666,4
35,1,890,2,2,3,2,4,0,97,3,1,8,4,1,2014,9687,1,0,13,1,0,2,3,3,2,2,2,2,1.0,1.0,1.0,33,1007.0,1,3.0,1.0,0
41,1,930,2,3,3,1,3,1,57,2,2,7,2,0,8938,12227,2,0,11,3,1,14,5,3,5,4,0,4,0.35714285714285715,0.8,0.8,27,638.4285714285714,1,2.6666666666666665,0.6523809523809524,1
23,1,571,1,12,2,4,4,1,78,3,1,2,4,2,2647,13672,1,0,13,3,0,5,6,4,5,2,1,4,1.0,0.4,0.8,18,529.4,1,3.6666666666666665,0.7333333333333334,0
59,0,1420,0,2,4,0,3,0,32,2,5,3,4,1,18844,21922,9,0,21,4,1,30,3,3,3,2,2,2,0.1,0.6666666666666666,0.6666666666666666,29,628.1333333333333,1,3.6666666666666665,0.4777777777777777,0
29,1,694,1,1,3,1,4,0,87,2,4,5,4,0,16124,3423,3,0,14,2,2,9,2,2,7,7,1,7,0.7777777777777778,1.0,1.0,20,1791.5555555555557,0,3.3333333333333335,0.9259259259259259,2
29,1,1329,1,7,3,1,3,1,82,3,2,0,4,0,6623,4204,1,1,11,2,2,6,2,3,6,0,1,0,1.0,0.0,0.0,23,1103.8333333333333,0,3.0,0.3333333333333333,2
27,2,472,1,1,1,5,3,1,60,2,2,4,1,1,4298,9679,5,0,19,3,1,6,1,3,2,2,2,0,0.3333333333333333,1.0,0.0,21,716.3333333333334,1,2.3333333333333335,0.4444444444444444,1
35,0,1212,2,8,2,2,3,0,78,2,3,7,4,1,10377,13755,4,1,11,2,1,16,6,2,13,2,4,12,0.8125,0.15384615384615385,0.9230769230769231,19,648.5625,2,3.0,0.6298076923076924,4
59,1,1089,2,1,2,5,2,1,66,3,3,3,4,1,11904,11038,3,1,14,3,1,14,1,1,6,4,0,4,0.42857142857142855,0.6666666666666666,0.6666666666666666,45,850.2857142857143,2,3.0,0.5873015873015873,4
45,1,538,1,1,4,5,1,1,66,3,3,0,2,0,7441,20933,1,0,12,1,3,10,4,3,10,8,7,7,1.0,0.8,0.7,35,744.1,1,1.3333333333333333,0.8333333333333334,1
47,1,249,2,2,2,2,3,0,35,3,2,7,4,1,4537,17783,0,1,22,1,1,8,2,3,7,6,7,7,0.875,0.8571428571428571,1.0,39,567.125,0,2.6666666666666665,0.9107142857142857,2
31,2,523,1,2,3,1,2,1,94,3,1,2,4,1,3722,21081,6,1,13,3,1,7,2,1,2,2,2,2,0.2857142857142857,1.0,1.0,24,531.7142857142857,2,3.0,0.7619047619047619,4
55,1,436,2,2,1,3,3,1,37,3,2,7,4,2,5160,21519,4,0,16,3,0,12,3,2,9,7,7,3,0.75,0.7777777777777778,0.3333333333333333,43,430.0,0,3.3333333333333335,0.6203703703703703,2
25,1,1356,2,10,4,1,3,1,57,3,2,7,4,2,4950,20623,0,0,14,2,0,5,4,3,4,3,1,1,0.8,0.75,0.25,20,990.0,1,3.0,0.6,0
30,1,1339,2,5,3,1,2,0,41,3,3,7,4,1,9419,8053,2,0,12,3,1,12,2,3,10,9,7,4,0.8333333333333334,0.9,0.4,18,784.9166666666666,1,3.0,0.7111111111111111,0
32,1,1093,2,6,4,3,2,1,87,3,2,7,3,2,5010,24301,1,0,16,1,0,12,0,3,11,8,5,7,0.9166666666666666,0.7272727272727273,0.6363636363636364,20,417.5,1,2.0,0.76010101010101,0
44,0,489,1,23,3,3,2,1,67,3,2,2,2,1,2042,25043,4,0,12,3,1,17,3,4,3,2,1,2,0.17647058823529413,0.6666666666666666,0.6666666666666666,27,120.11764705882354,1,2.3333333333333335,0.5032679738562091,1
49,2,1064,1,2,1,1,2,1,42,3,5,5,4,1,19161,13738,3,0,15,4,0,28,3,3,5,4,4,3,0.17857142857142858,0.8,0.6,21,684.3214285714286,1,3.3333333333333335,0.5261904761904762,0
33,1,117,1,9,3,3,1,1,60,3,1,6,4,1,2781,6311,0,0,13,2,1,15,5,3,14,10,4,10,0.9333333333333333,0.7142857142857143,0.7142857142857143,18,185.4,1,2.3333333333333335,0.7873015873015873,0
22,0,457,1,26,2,4,2,0,85,2,1,6,3,1,2814,10293,1,1,14,2,0,4,2,2,4,2,1,3,1.0,0.5,0.75,18,703.5,2,2.3333333333333335,0.75,4
38,1,362,1,1,1,1,3,0,43,3,1,6,1,2,2619,14561,3,0,17,4,0,8,3,2,0,0,0,0,0.0,0.0,0.0,30,327.375,0,2.6666666666666665,0.0,3
30,1,125,1,9,2,3,4,1,83,2,1,2,3,2,2206,16117,1,0,13,1,0,10,5,3,10,0,1,8,1.0,0.0,0.8,20,220.6,1,2.6666666666666665,0.6,0
41,1,1085,1,2,4,1,2,0,57,1,1,2,4,0,2778,17725,4,1,13,3,1,10,1,2,7,7,1,0,0.7,1.0,0.0,31,277.8,2,3.0,0.5666666666666667,4
45,2,1249,1,7,3,1,1,1,97,3,3,2,1,0,5210,20308,1,0,18,1,1,24,2,3,24,9,9,11,1.0,0.375,0.4583333333333333,21,217.08333333333334,1,1.0,0.611111111111111,1
52,0,715,1,19,4,3,4,1,41,3,1,6,4,1,4258,26589,0,0,18,1,1,5,3,3,4,3,1,2,0.8,0.75,0.5,47,851.6,1,3.0,0.6833333333333332,0
35,1,619,2,1,3,2,2,1,85,3,2,7,3,1,4717,18659,9,0,11,3,0,15,2,3,11,9,6,9,0.7333333333333333,0.8181818181818182,0.8181818181818182,20,314.46666666666664,1,2.6666666666666665,0.7898989898989899,0
31,1,655,1,7,4,1,4,1,48,3,2,2,4,0,5915,9528,3,0,22,4,1,10,3,2,7,7,1,7,0.7,1.0,1.0,21,591.5,0,4.0,0.9,2
55,0,444,1,2,1,3,3,1,40,2,4,3,1,2,16756,17323,7,0,15,2,0,31,3,4,9,7,6,2,0.2903225806451613,0.7777777777777778,0.2222222222222222,24,540.516129032258,1,2.0,0.4301075268817205,1
32,1,588,2,8,2,5,3,0,65,2,2,7,2,1,5228,24624,1,1,11,4,0,13,2,3,13,12,11,9,1.0,0.9230769230769231,0.6923076923076923,19,402.15384615384613,0,3.0,0.8717948717948718,3
30,1,201,1,5,3,5,4,0,84,3,1,6,1,0,3204,10415,5,0,14,4,1,8,3,3,3,2,2,2,0.375,0.6666666666666666,0.6666666666666666,22,400.5,1,3.0,0.5694444444444443,1
60,1,422,1,7,3,1,1,0,41,3,5,3,1,1,19566,3854,5,0,11,4,0,33,5,1,29,8,11,10,0.8787878787878788,0.27586206896551724,0.3448275862068966,27,592.9090909090909,0,2.0,0.4998258446534309,3
43,1,930,1,6,3,3,1,0,73,2,2,6,3,2,4081,20003,1,1,14,1,0,20,3,1,20,7,1,8,1.0,0.35,0.4,23,204.05,2,1.6666666666666667,0.5833333333333334,4
44,2,920,1,24,3,1,4,1,43,3,1,2,3,0,3161,19920,3,1,22,4,1,19,0,1,1,0,0,0,0.05263157894736842,0.0,0.0,25,166.3684210526316,2,3.6666666666666665,0.017543859649122806,4
21,1,337,2,7,1,2,2,1,31,3,1,8,2,2,2679,4567,1,0,13,2,0,1,3,3,1,0,1,0,1.0,0.0,0.0,20,2679.0,1,2.0,0.3333333333333333,1
59,1,1324,1,3,3,3,3,0,81,4,1,2,1,1,2670,9964,4,1,20,1,3,12,3,2,1,0,0,0,0.08333333333333333,0.0,0.0,47,222.5,2,1.6666666666666667,0.027777777777777776,5
19,2,602,2,1,1,5,3,0,100,1,1,8,1,2,2325,20989,0,0,21,1,0,1,5,4,0,0,0,0,0.0,0.0,0.0,18,2325.0,1,1.6666666666666667,0.0,1
31,1,1082,1,1,4,3,3,1,87,3,1,6,2,2,2501,18775,1,0,17,2,0,1,4,3,1,1,1,0,1.0,1.0,0.0,30,2501.0,1,2.3333333333333335,0.6666666666666666,1
